Nome: MARINGA
Codigo Estacao: A835
Latitude: -23.40527777
Longitude: -51.93277777
Altitude: 548.51
Situacao: Operante
Data Inicial: 2006-11-20
Data Final: 2024-07-07
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);
2006-11-20;null;null;
2006-11-21;null;null;
2006-11-22;null;33,4;
2006-11-23;0;35,1;
2006-11-24;0;34,7;
2006-11-25;2,4;30,6;
2006-11-26;19,2;31,4;
2006-11-27;0;30,6;
2006-11-28;5,4;28,6;
2006-11-29;16;30,1;
2006-11-30;3,4;32,5;
2006-12-01;0;31,5;
2006-12-02;0;32,5;
2006-12-03;0;31,1;
2006-12-04;0;31,1;
2006-12-05;10,8;30;
2006-12-06;14,2;30,3;
2006-12-07;19,8;27,4;
2006-12-08;16,6;24,1;
2006-12-09;1;28,2;
2006-12-10;0;31,4;
2006-12-11;0;32,2;
2006-12-12;0;31,3;
2006-12-13;0;32,3;
2006-12-14;0;30,8;
2006-12-15;0;32,8;
2006-12-16;0;34,3;
2006-12-17;0;35,1;
2006-12-18;0;34,2;
2006-12-19;0;33,1;
2006-12-20;19,2;26,7;
2006-12-21;106,6;25,1;
2006-12-22;15,4;26,3;
2006-12-23;15,2;26,2;
2006-12-24;null;28,9;
2006-12-25;null;null;
2006-12-26;null;null;
2006-12-27;,4;31,4;
2006-12-28;0;30,8;
2006-12-29;0;30,9;
2006-12-30;0;30;
2006-12-31;0;28,8;
2007-01-01;6,6;27,4;
2007-01-02;3,8;27,5;
2007-01-03;12,2;28;
2007-01-04;6,2;28,3;
2007-01-05;18,4;26,9;
2007-01-06;10,6;30,4;
2007-01-07;10,6;29;
2007-01-08;10,6;29,7;
2007-01-09;4,4;29;
2007-01-10;0;31,3;
2007-01-11;0;29,9;
2007-01-12;1;29,2;
2007-01-13;11,4;27,9;
2007-01-14;62,4;30,8;
2007-01-15;3,8;28;
2007-01-16;0;31;
2007-01-17;0;26,2;
2007-01-18;9,6;29,8;
2007-01-19;3,8;32,4;
2007-01-20;36,2;28,6;
2007-01-21;0;30,4;
2007-01-22;,2;27,5;
2007-01-23;0;29,9;
2007-01-24;,2;30,3;
2007-01-25;0;31,4;
2007-01-26;0;29,7;
2007-01-27;26,2;30,7;
2007-01-28;12,8;26,9;
2007-01-29;17,4;28,4;
2007-01-30;0;31,9;
2007-01-31;0;29,8;
2007-02-01;0;32,1;
2007-02-02;3,4;32,4;
2007-02-03;4,4;30,7;
2007-02-04;,4;30,7;
2007-02-05;0;30,9;
2007-02-06;,2;31,7;
2007-02-07;11,4;30,1;
2007-02-08;0;31,5;
2007-02-09;10,8;29,4;
2007-02-10;13,6;27,4;
2007-02-11;5,6;27,9;
2007-02-12;,6;28,6;
2007-02-13;0;28,6;
2007-02-14;0;29,3;
2007-02-15;0;30,7;
2007-02-16;0;31,8;
2007-02-17;0;29,6;
2007-02-18;12,4;29,3;
2007-02-19;25,6;29,5;
2007-02-20;28,2;27,4;
2007-02-21;19,6;30,2;
2007-02-22;0;32,4;
2007-02-23;,6;32,7;
2007-02-24;0;33,1;
2007-02-25;30,6;30,7;
2007-02-26;34,4;29,5;
2007-02-27;0;29,9;
2007-02-28;0;31,2;
2007-03-01;0;32;
2007-03-02;0;31,2;
2007-03-03;19,6;32,3;
2007-03-04;0;32,3;
2007-03-05;0;32,4;
2007-03-06;0;33,3;
2007-03-07;0;33,2;
2007-03-08;0;33,1;
2007-03-09;0;32,8;
2007-03-10;,6;30,6;
2007-03-11;17;30,9;
2007-03-12;23;31,6;
2007-03-13;8,2;29,2;
2007-03-14;0;30,6;
2007-03-15;4;29,9;
2007-03-16;1;29,4;
2007-03-17;6,2;27,4;
2007-03-18;36,4;26,5;
2007-03-19;0;25,2;
2007-03-20;0;27,6;
2007-03-21;0;28,5;
2007-03-22;0;30,7;
2007-03-23;0;31,1;
2007-03-24;0;33;
2007-03-25;29,2;32,8;
2007-03-26;0;33,2;
2007-03-27;0;33,9;
2007-03-28;,6;34,5;
2007-03-29;0;35;
2007-03-30;0;34;
2007-03-31;0;31,3;
2007-04-01;0;34,1;
2007-04-02;0;33,8;
2007-04-03;0;34;
2007-04-04;0;33,3;
2007-04-05;5,6;30,6;
2007-04-06;0;30,4;
2007-04-07;16,6;26,9;
2007-04-08;6,4;26,9;
2007-04-09;,4;25,9;
2007-04-10;0;28,8;
2007-04-11;0;29,6;
2007-04-12;0;29,1;
2007-04-13;0;23,1;
2007-04-14;6,2;30,9;
2007-04-15;0;29,1;
2007-04-16;0;31,1;
2007-04-17;0;30,4;
2007-04-18;0;30,3;
2007-04-19;0;30,7;
2007-04-20;0;31,1;
2007-04-21;0;30,8;
2007-04-22;0;29,8;
2007-04-23;0;31,1;
2007-04-24;0;32,3;
2007-04-25;9;28,6;
2007-04-26;,8;26,5;
2007-04-27;18,4;24,4;
2007-04-28;0;23,5;
2007-04-29;0;26,1;
2007-04-30;,2;28,6;
2007-05-01;0;28,9;
2007-05-02;0;30,5;
2007-05-03;0;30,3;
2007-05-04;0;28;
2007-05-05;0;28,8;
2007-05-06;0;29,8;
2007-05-07;0;29,8;
2007-05-08;,8;25,9;
2007-05-09;10,2;17,4;
2007-05-10;0;22;
2007-05-11;0;23,4;
2007-05-12;0;27,7;
2007-05-13;0;27,2;
2007-05-14;,2;26,8;
2007-05-15;0;26,9;
2007-05-16;0;29,7;
2007-05-17;0;27,9;
2007-05-18;0;26,2;
2007-05-19;8;22,4;
2007-05-20;,2;24,7;
2007-05-21;0;28,2;
2007-05-22;16,8;24,5;
2007-05-23;16,6;18,3;
2007-05-24;0;15;
2007-05-25;0;19,4;
2007-05-26;0;22,1;
2007-05-27;0;22,8;
2007-05-28;0;22,4;
2007-05-29;0;18,5;
2007-05-30;0;16,9;
2007-05-31;0;19,1;
2007-06-01;0;24,3;
2007-06-02;7,8;21;
2007-06-03;0;18,7;
2007-06-04;0;20,2;
2007-06-05;0;22,5;
2007-06-06;0;24,7;
2007-06-07;0;28,1;
2007-06-08;0;29,1;
2007-06-09;0;29,3;
2007-06-10;0;28,7;
2007-06-11;0;28,2;
2007-06-12;0;28,2;
2007-06-13;0;28,2;
2007-06-14;0;28,4;
2007-06-15;0;29,3;
2007-06-16;0;26,3;
2007-06-17;0;28;
2007-06-18;0;30;
2007-06-19;0;27,7;
2007-06-20;0;28;
2007-06-21;0;27,5;
2007-06-22;0;27,3;
2007-06-23;0;28,4;
2007-06-24;0;27,6;
2007-06-25;0;24,1;
2007-06-26;0;26,1;
2007-06-27;,2;27,4;
2007-06-28;0;23,2;
2007-06-29;0;24,3;
2007-06-30;0;24,8;
2007-07-01;0;25,7;
2007-07-02;0;26,8;
2007-07-03;0;26,6;
2007-07-04;0;27,7;
2007-07-05;0;29,5;
2007-07-06;0;30,4;
2007-07-07;0;30;
2007-07-08;0;30,7;
2007-07-09;0;29,9;
2007-07-10;0;24,7;
2007-07-11;0;18,2;
2007-07-12;null;null;
2007-07-13;0;26,7;
2007-07-14;0;25,7;
2007-07-15;13,6;22,7;
2007-07-16;17,8;20,3;
2007-07-17;80,4;16,8;
2007-07-18;null;20,3;
2007-07-19;0;22;
2007-07-20;0;25,1;
2007-07-21;0;26,5;
2007-07-22;0;30,1;
2007-07-23;38,6;25,9;
2007-07-24;0;17,7;
2007-07-25;40,6;17,5;
2007-07-26;0;16,5;
2007-07-27;0;20,1;
2007-07-28;0;21;
2007-07-29;0;18,9;
2007-07-30;0;19,1;
2007-07-31;0;24,8;
2007-08-01;0;27,6;
2007-08-02;0;28,9;
2007-08-03;0;28,1;
2007-08-04;0;26,7;
2007-08-05;0;27,1;
2007-08-06;0;27,1;
2007-08-07;0;25,6;
2007-08-08;0;28,8;
2007-08-09;0;28,1;
2007-08-10;0;30,5;
2007-08-11;0;29,8;
2007-08-12;0;25,7;
2007-08-13;0;27,8;
2007-08-14;0;28,4;
2007-08-15;0;28,8;
2007-08-16;0;29,3;
2007-08-17;0;28,2;
2007-08-18;0;28,4;
2007-08-19;0;28,2;
2007-08-20;0;23,4;
2007-08-21;0;27,2;
2007-08-22;0;29;
2007-08-23;0;30,7;
2007-08-24;0;31,6;
2007-08-25;0;31,2;
2007-08-26;0;26,7;
2007-08-27;0;20,1;
2007-08-28;1,2;15,2;
2007-08-29;13,4;19,5;
2007-08-30;,8;24,8;
2007-08-31;0;29,3;
2007-09-01;0;31,5;
2007-09-02;0;33;
2007-09-03;0;32;
2007-09-04;0;32,1;
2007-09-05;0;31,7;
2007-09-06;0;31,5;
2007-09-07;0;31,9;
2007-09-08;0;32,3;
2007-09-09;0;32,2;
2007-09-10;0;31,4;
2007-09-11;0;31,2;
2007-09-12;0;31,6;
2007-09-13;0;31,7;
2007-09-14;0;34;
2007-09-15;0;32,7;
2007-09-16;0;33,6;
2007-09-17;0;31,6;
2007-09-18;0;31,6;
2007-09-19;0;34,3;
2007-09-20;0;33,8;
2007-09-21;0;34,3;
2007-09-22;29,4;30,6;
2007-09-23;0;34,5;
2007-09-24;0;27,2;
2007-09-25;0;24,9;
2007-09-26;0;26,2;
2007-09-27;0;29,8;
2007-09-28;,2;31,6;
2007-09-29;0;27,5;
2007-09-30;,4;29,5;
2007-10-01;0;30,9;
2007-10-02;0;31,7;
2007-10-03;0;31,3;
2007-10-04;0;32,5;
2007-10-05;0;33,5;
2007-10-06;0;34,9;
2007-10-07;,8;32,2;
2007-10-08;0;33,5;
2007-10-09;0;33,8;
2007-10-10;0;35,8;
2007-10-11;0;34,9;
2007-10-12;0;32,5;
2007-10-13;55,6;26;
2007-10-14;,2;26,2;
2007-10-15;22,6;25,8;
2007-10-16;,4;31,1;
2007-10-17;0;30,4;
2007-10-18;0;27,6;
2007-10-19;2;30,6;
2007-10-20;0;33,7;
2007-10-21;0;31;
2007-10-22;11;28,6;
2007-10-23;0;28,8;
2007-10-24;,2;24,6;
2007-10-25;0;24,4;
2007-10-26;,4;30,8;
2007-10-27;0;33,3;
2007-10-28;0;35,5;
2007-10-29;0;37,2;
2007-10-30;0;32,3;
2007-10-31;11,6;33,9;
2007-11-01;0;34,2;
2007-11-02;12,8;23,3;
2007-11-03;44,4;21,9;
2007-11-04;9,6;27,9;
2007-11-05;0;28,7;
2007-11-06;0;30,6;
2007-11-07;0;32,1;
2007-11-08;0;32,7;
2007-11-09;2,4;26,8;
2007-11-10;58;27,7;
2007-11-11;20,4;27,6;
2007-11-12;0;28,8;
2007-11-13;null;null;
2007-11-14;null;null;
2007-11-15;null;null;
2007-11-16;null;null;
2007-11-17;null;31,6;
2007-11-18;0;30,9;
2007-11-19;,6;29,8;
2007-11-20;1;32,8;
2007-11-21;0;32,1;
2007-11-22;0;30,8;
2007-11-23;0;31,1;
2007-11-24;0;29,7;
2007-11-25;0;28,9;
2007-11-26;0;32,3;
2007-11-27;0;32,5;
2007-11-28;0;32,7;
2007-11-29;0;32,6;
2007-11-30;0;32,6;
2007-12-01;0;34,6;
2007-12-02;0;34,7;
2007-12-03;0;35,8;
2007-12-04;0;34,9;
2007-12-05;0;29,9;
2007-12-06;27,2;28;
2007-12-07;2;29,5;
2007-12-08;0;28,3;
2007-12-09;5;31,6;
2007-12-10;0;32,1;
2007-12-11;0;26,8;
2007-12-12;1,8;26,1;
2007-12-13;8,8;28,1;
2007-12-14;0;28,6;
2007-12-15;0;29,4;
2007-12-16;0;32,5;
2007-12-17;0;32,5;
2007-12-18;0;32,3;
2007-12-19;19,8;27,8;
2007-12-20;,2;29,4;
2007-12-21;10,2;28,8;
2007-12-22;0;31,1;
2007-12-23;0;32,4;
2007-12-24;0;32,2;
2007-12-25;0;30,5;
2007-12-26;72,2;28,7;
2007-12-27;45,4;28,5;
2007-12-28;34;32;
2007-12-29;,2;33,4;
2007-12-30;0;33,4;
2007-12-31;0;32,8;
2008-01-01;2;30,9;
2008-01-02;19,2;30,8;
2008-01-03;10,8;29,5;
2008-01-04;11;29,4;
2008-01-05;1,2;30,6;
2008-01-06;6;30,8;
2008-01-07;0;30,1;
2008-01-08;0;31,1;
2008-01-09;0;32,4;
2008-01-10;0;32,4;
2008-01-11;0;29,2;
2008-01-12;4,2;31,3;
2008-01-13;,4;30,2;
2008-01-14;1;31,1;
2008-01-15;0;30,2;
2008-01-16;0;30,3;
2008-01-17;,8;29,2;
2008-01-18;,6;29,4;
2008-01-19;13;28,1;
2008-01-20;25,4;28,2;
2008-01-21;16,6;25,7;
2008-01-22;0;27,2;
2008-01-23;0;27,9;
2008-01-24;0;27,2;
2008-01-25;0;27,1;
2008-01-26;0;26,5;
2008-01-27;0;23,7;
2008-01-28;,8;22,7;
2008-01-29;,4;25,6;
2008-01-30;6,8;27,5;
2008-01-31;0;29,9;
2008-02-01;0;30,7;
2008-02-02;0;32,2;
2008-02-03;0;31,2;
2008-02-04;0;31,4;
2008-02-05;0;29;
2008-02-06;0;30,2;
2008-02-07;0;29,9;
2008-02-08;0;31,5;
2008-02-09;0;31,1;
2008-02-10;6,6;27,2;
2008-02-11;38,2;27,6;
2008-02-12;11,4;29,2;
2008-02-13;,4;31,1;
2008-02-14;2,8;32,7;
2008-02-15;,6;28,7;
2008-02-16;0;30,9;
2008-02-17;0;31,4;
2008-02-18;0;28,4;
2008-02-19;,2;31,2;
2008-02-20;19,8;30,7;
2008-02-21;8,4;31,8;
2008-02-22;0;27,5;
2008-02-23;3,8;27,7;
2008-02-24;,6;29,5;
2008-02-25;0;30,7;
2008-02-26;33;30,6;
2008-02-27;0;30,6;
2008-02-28;,6;26,5;
2008-02-29;8;25,3;
2008-03-01;25,6;30,1;
2008-03-02;0;30,8;
2008-03-03;0;30,9;
2008-03-04;0;30,3;
2008-03-05;0;29,8;
2008-03-06;0;30,9;
2008-03-07;0;31,8;
2008-03-08;0;31,9;
2008-03-09;30,6;29,9;
2008-03-10;32,4;29,3;
2008-03-11;1;25,8;
2008-03-12;6,2;27,4;
2008-03-13;,6;28,5;
2008-03-14;,8;29,2;
2008-03-15;0;28,3;
2008-03-16;0;27,6;
2008-03-17;16,8;28,1;
2008-03-18;,2;28,7;
2008-03-19;0;25,1;
2008-03-20;0;29;
2008-03-21;2,6;29,3;
2008-03-22;3,8;28,8;
2008-03-23;6,2;30,2;
2008-03-24;0;29,8;
2008-03-25;0;30,3;
2008-03-26;0;30,8;
2008-03-27;,2;30,8;
2008-03-28;0;32;
2008-03-29;0;31,5;
2008-03-30;0;30;
2008-03-31;0;29,4;
2008-04-01;0;29,1;
2008-04-02;19,6;26,7;
2008-04-03;10,6;26,7;
2008-04-04;0;28,8;
2008-04-05;27;27,5;
2008-04-06;0;29,7;
2008-04-07;0;29,6;
2008-04-08;0;31;
2008-04-09;0;31,2;
2008-04-10;0;32,2;
2008-04-11;0;32,2;
2008-04-12;0;30;
2008-04-13;14,4;31;
2008-04-14;20,6;24,8;
2008-04-15;1,4;22,2;
2008-04-16;3,2;21,3;
2008-04-17;4,8;27,1;
2008-04-18;0;27,7;
2008-04-19;3,4;24,7;
2008-04-20;1;26,4;
2008-04-21;0;26,8;
2008-04-22;27,4;26,8;
2008-04-23;12,2;26,7;
2008-04-24;0;26,5;
2008-04-25;0;26,3;
2008-04-26;0;29,6;
2008-04-27;0;29,5;
2008-04-28;0;30,5;
2008-04-29;,6;24,4;
2008-04-30;19,2;25,6;
2008-05-01;0;19,7;
2008-05-02;48,2;17,3;
2008-05-03;,6;17,1;
2008-05-04;null;null;
2008-05-05;null;null;
2008-05-06;0;20,8;
2008-05-07;0;23,8;
2008-05-08;0;23,3;
2008-05-09;0;25;
2008-05-10;0;24,1;
2008-05-11;0;25;
2008-05-12;0;24,1;
2008-05-13;0;24;
2008-05-14;0;24;
2008-05-15;0;25,2;
2008-05-16;0;24,6;
2008-05-17;0;22,4;
2008-05-18;0;28,2;
2008-05-19;0;29,2;
2008-05-20;0;29,1;
2008-05-21;null;null;
2008-05-22;0;28,5;
2008-05-23;0;27,9;
2008-05-24;0;28,7;
2008-05-25;0;28,4;
2008-05-26;0;27,7;
2008-05-27;0;28;
2008-05-28;0;29;
2008-05-29;22;23;
2008-05-30;9,6;18,5;
2008-05-31;0;16,3;
2008-06-01;20;20,8;
2008-06-02;0;21,5;
2008-06-03;0;23,9;
2008-06-04;,8;22,9;
2008-06-05;0;26,2;
2008-06-06;0;27,8;
2008-06-07;0;27,9;
2008-06-08;0;25;
2008-06-09;1;28,1;
2008-06-10;1,4;23,3;
2008-06-11;0;21,4;
2008-06-12;1,6;19,4;
2008-06-13;6,8;25,7;
2008-06-14;0;26,9;
2008-06-15;0;22;
2008-06-16;0;16,6;
2008-06-17;0;19,5;
2008-06-18;0;24,4;
2008-06-19;0;25,5;
2008-06-20;0;28,3;
2008-06-21;5,2;21,3;
2008-06-22;0;19,2;
2008-06-23;0;20,9;
2008-06-24;10,8;17,4;
2008-06-25;null;19,8;
2008-06-26;null;22,4;
2008-06-27;0;23,4;
2008-06-28;,2;22,2;
2008-06-29;2,2;23,7;
2008-06-30;,2;25,3;
2008-07-01;0;27;
2008-07-02;0;27,1;
2008-07-03;0;26,9;
2008-07-04;0;27,2;
2008-07-05;0;25,1;
2008-07-06;0;26,6;
2008-07-07;0;24,1;
2008-07-08;0;27,1;
2008-07-09;0;26,3;
2008-07-10;0;24;
2008-07-11;0;24;
2008-07-12;0;24,9;
2008-07-13;0;26,1;
2008-07-14;0;25;
2008-07-15;0;25,2;
2008-07-16;0;25,9;
2008-07-17;0;26,8;
2008-07-18;0;27,8;
2008-07-19;0;28,3;
2008-07-20;0;28,4;
2008-07-21;0;29,2;
2008-07-22;0;27,1;
2008-07-23;0;28,8;
2008-07-24;5,6;20,9;
2008-07-25;2,6;24,1;
2008-07-26;0;24,7;
2008-07-27;0;28,4;
2008-07-28;0;30,2;
2008-07-29;0;30,2;
2008-07-30;0;27,8;
2008-07-31;0;24,2;
2008-08-01;null;null;
2008-08-02;null;null;
2008-08-03;44;20,4;
2008-08-04;null;23,8;
2008-08-05;6,2;20,9;
2008-08-06;12,4;27,1;
2008-08-07;0;25,9;
2008-08-08;42,2;20,3;
2008-08-09;null;null;
2008-08-10;null;null;
2008-08-11;0;27,6;
2008-08-12;0;31,8;
2008-08-13;,8;25,2;
2008-08-14;null;null;
2008-08-15;44,4;25,1;
2008-08-16;0;31;
2008-08-17;0;31,5;
2008-08-18;0;31,4;
2008-08-19;0;31,6;
2008-08-20;0;30,3;
2008-08-21;0;30,6;
2008-08-22;0;29,8;
2008-08-23;0;26,7;
2008-08-24;0;28,8;
2008-08-25;0;31,9;
2008-08-26;0;31,7;
2008-08-27;0;30,7;
2008-08-28;0;31,6;
2008-08-29;0;26,4;
2008-08-30;0;24,9;
2008-08-31;0;24,5;
2008-09-01;0;28,8;
2008-09-02;0;32,3;
2008-09-03;0;33,7;
2008-09-04;0;34,9;
2008-09-05;0;32,2;
2008-09-06;3,6;20,5;
2008-09-07;1,4;20,9;
2008-09-08;0;29,1;
2008-09-09;0;31,2;
2008-09-10;0;32,3;
2008-09-11;0;35,7;
2008-09-12;0;29,8;
2008-09-13;null;20,9;
2008-09-14;null;null;
2008-09-15;0;26,1;
2008-09-16;0;26,1;
2008-09-17;0;25,9;
2008-09-18;0;25,2;
2008-09-19;0;26,4;
2008-09-20;14;21,3;
2008-09-21;null;19,2;
2008-09-22;0;21,3;
2008-09-23;0;24,9;
2008-09-24;0;25,2;
2008-09-25;0;24,3;
2008-09-26;0;27,3;
2008-09-27;0;28,9;
2008-09-28;0;27,4;
2008-09-29;0;27,5;
2008-09-30;,2;28,6;
2008-10-01;0;33;
2008-10-02;58,8;27,1;
2008-10-03;,2;26,5;
2008-10-04;2,4;30,1;
2008-10-05;15,6;23,6;
2008-10-06;null;23,5;
2008-10-07;null;27,6;
2008-10-08;0;27,2;
2008-10-09;0;26,3;
2008-10-10;0;28,6;
2008-10-11;,6;24,7;
2008-10-12;null;30,8;
2008-10-13;0;34,2;
2008-10-14;0;35,6;
2008-10-15;0;36,3;
2008-10-16;0;31;
2008-10-17;null;null;
2008-10-18;9,6;26,2;
2008-10-19;null;24,5;
2008-10-20;null;29,7;
2008-10-21;0;28,9;
2008-10-22;null;30,2;
2008-10-23;null;31,7;
2008-10-24;null;35;
2008-10-25;null;35,6;
2008-10-26;0;32,1;
2008-10-27;null;31,7;
2008-10-28;0;34,2;
2008-10-29;0;34,2;
2008-10-30;null;23,7;
2008-10-31;null;29,7;
2008-11-01;0;31,3;
2008-11-02;0;27;
2008-11-03;null;null;
2008-11-04;,2;28,8;
2008-11-05;,4;25,3;
2008-11-06;24,4;21,8;
2008-11-07;18;27,9;
2008-11-08;0;30,9;
2008-11-09;0;25,9;
2008-11-10;14;30,7;
2008-11-11;0;30,2;
2008-11-12;37,2;28,6;
2008-11-13;0;28,7;
2008-11-14;0;31,2;
2008-11-15;0;32,9;
2008-11-16;0;32;
2008-11-17;0;29,9;
2008-11-18;0;31;
2008-11-19;0;29,8;
2008-11-20;0;29,9;
2008-11-21;0;29,2;
2008-11-22;0;30,5;
2008-11-23;0;30,5;
2008-11-24;,4;31,8;
2008-11-25;0;31,7;
2008-11-26;0;32,5;
2008-11-27;0;32,4;
2008-11-28;0;31,5;
2008-11-29;0;32,3;
2008-11-30;null;null;
2008-12-01;null;null;
2008-12-02;null;null;
2008-12-03;null;null;
2008-12-04;null;null;
2008-12-05;null;null;
2008-12-06;null;null;
2008-12-07;null;null;
2008-12-08;null;null;
2008-12-09;null;null;
2008-12-10;null;null;
2008-12-11;null;null;
2008-12-12;null;null;
2008-12-13;null;null;
2008-12-14;null;null;
2008-12-15;null;null;
2008-12-16;null;null;
2008-12-17;null;null;
2008-12-18;null;null;
2008-12-19;null;null;
2008-12-20;null;null;
2008-12-21;null;null;
2008-12-22;null;null;
2008-12-23;null;null;
2008-12-24;null;null;
2008-12-25;null;null;
2008-12-26;null;null;
2008-12-27;null;null;
2008-12-28;null;null;
2008-12-29;null;null;
2008-12-30;null;null;
2008-12-31;null;null;
2009-01-01;null;null;
2009-01-02;null;null;
2009-01-03;null;null;
2009-01-04;null;null;
2009-01-05;null;null;
2009-01-06;null;null;
2009-01-07;null;null;
2009-01-08;null;null;
2009-01-09;null;null;
2009-01-10;null;null;
2009-01-11;null;null;
2009-01-12;null;null;
2009-01-13;null;null;
2009-01-14;null;null;
2009-01-15;null;null;
2009-01-16;null;null;
2009-01-17;null;null;
2009-01-18;null;null;
2009-01-19;null;null;
2009-01-20;null;null;
2009-01-21;null;null;
2009-01-22;null;null;
2009-01-23;null;null;
2009-01-24;null;null;
2009-01-25;null;null;
2009-01-26;null;null;
2009-01-27;null;null;
2009-01-28;null;null;
2009-01-29;null;null;
2009-01-30;null;31,1;
2009-01-31;null;31,6;
2009-02-01;null;31,7;
2009-02-02;null;30,7;
2009-02-03;null;28,6;
2009-02-04;null;null;
2009-02-05;null;32,3;
2009-02-06;null;31,9;
2009-02-07;null;null;
2009-02-08;null;null;
2009-02-09;null;null;
2009-02-10;null;null;
2009-02-11;null;null;
2009-02-12;null;null;
2009-02-13;0;28,1;
2009-02-14;0;29,5;
2009-02-15;0;28,6;
2009-02-16;,2;25,6;
2009-02-17;18;28,7;
2009-02-18;1,8;32,2;
2009-02-19;0;32,9;
2009-02-20;0;32,4;
2009-02-21;0;33,9;
2009-02-22;4,4;34,5;
2009-02-23;0;33,4;
2009-02-24;,8;31,4;
2009-02-25;17,8;27,7;
2009-02-26;null;29,4;
2009-02-27;null;29,2;
2009-02-28;null;null;
2009-03-01;null;33,6;
2009-03-02;0;34;
2009-03-03;0;33,8;
2009-03-04;0;34;
2009-03-05;0;35,4;
2009-03-06;0;34,7;
2009-03-07;0;34,2;
2009-03-08;6,2;32,4;
2009-03-09;36;30,3;
2009-03-10;0;29,6;
2009-03-11;null;null;
2009-03-12;null;29,3;
2009-03-13;null;null;
2009-03-14;null;30,7;
2009-03-15;0;31;
2009-03-16;0;31,8;
2009-03-17;0;32,2;
2009-03-18;0;31,6;
2009-03-19;0;29,6;
2009-03-20;2,8;28,3;
2009-03-21;0;26,4;
2009-03-22;null;null;
2009-03-23;null;30,7;
2009-03-24;0;31,5;
2009-03-25;null;31;
2009-03-26;0;31,4;
2009-03-27;0;30,8;
2009-03-28;0;30,6;
2009-03-29;null;31,3;
2009-03-30;0;30,7;
2009-03-31;null;29,5;
2009-04-01;0;31,4;
2009-04-02;0;30,2;
2009-04-03;0;30,5;
2009-04-04;0;31,2;
2009-04-05;0;31,9;
2009-04-06;35,4;29,9;
2009-04-07;18,2;29,5;
2009-04-08;0;31;
2009-04-09;0;30,8;
2009-04-10;0;30,1;
2009-04-11;0;30,2;
2009-04-12;0;30,6;
2009-04-13;0;29,3;
2009-04-14;0;29,5;
2009-04-15;0;30,1;
2009-04-16;0;28,6;
2009-04-17;0;28;
2009-04-18;0;29,7;
2009-04-19;0;29,6;
2009-04-20;0;30;
2009-04-21;0;29;
2009-04-22;0;26,5;
2009-04-23;0;27,4;
2009-04-24;0;28,1;
2009-04-25;0;28,7;
2009-04-26;0;28,6;
2009-04-27;0;28,5;
2009-04-28;0;29;
2009-04-29;0;29,1;
2009-04-30;0;29,1;
2009-05-01;0;26,5;
2009-05-02;0;26,9;
2009-05-03;0;24,6;
2009-05-04;44,8;24,1;
2009-05-05;0;25,5;
2009-05-06;0;27,3;
2009-05-07;0;28,4;
2009-05-08;null;24,4;
2009-05-09;null;null;
2009-05-10;null;null;
2009-05-11;0;29,7;
2009-05-12;0;30,8;
2009-05-13;0;30,5;
2009-05-14;6,6;25,3;
2009-05-15;null;null;
2009-05-16;0;22,6;
2009-05-17;0;24,3;
2009-05-18;0;27,6;
2009-05-19;0;28,2;
2009-05-20;0;26,7;
2009-05-21;0;26,3;
2009-05-22;0;26,8;
2009-05-23;0;27,2;
2009-05-24;0;28,7;
2009-05-25;0;27,3;
2009-05-26;8,2;23,5;
2009-05-27;1,8;23,7;
2009-05-28;null;null;
2009-05-29;null;null;
2009-05-30;null;24,6;
2009-05-31;null;null;
2009-06-01;null;null;
2009-06-02;null;16,2;
2009-06-03;0;17,6;
2009-06-04;0;21,3;
2009-06-05;0;27;
2009-06-06;0;24;
2009-06-07;0;22,7;
2009-06-08;0;20,3;
2009-06-09;null;26,7;
2009-06-10;null;null;
2009-06-11;null;null;
2009-06-12;0;22,1;
2009-06-13;0;20,6;
2009-06-14;0;20,1;
2009-06-15;0;22,4;
2009-06-16;18,2;21,9;
2009-06-17;null;null;
2009-06-18;0;21,8;
2009-06-19;0;22;
2009-06-20;0;23,8;
2009-06-21;0;25,9;
2009-06-22;0;26,2;
2009-06-23;0;24,7;
2009-06-24;18,8;19,5;
2009-06-25;null;null;
2009-06-26;null;null;
2009-06-27;null;null;
2009-06-28;null;null;
2009-06-29;0;24,2;
2009-06-30;14,2;23;
2009-07-01;null;null;
2009-07-02;null;22,7;
2009-07-03;null;null;
2009-07-04;null;null;
2009-07-05;null;null;
2009-07-06;null;null;
2009-07-07;0;27;
2009-07-08;0;26,3;
2009-07-09;1;23,4;
2009-07-10;null;null;
2009-07-11;null;null;
2009-07-12;null;null;
2009-07-13;0;21,8;
2009-07-14;0;23,5;
2009-07-15;0;23,8;
2009-07-16;0;25;
2009-07-17;null;26;
2009-07-18;null;27,3;
2009-07-19;null;26;
2009-07-20;0;21,9;
2009-07-21;0;23,6;
2009-07-22;0;23,2;
2009-07-23;null;null;
2009-07-24;null;null;
2009-07-25;null;null;
2009-07-26;null;null;
2009-07-27;null;null;
2009-07-28;null;null;
2009-07-29;null;null;
2009-07-30;null;23,5;
2009-07-31;null;24,8;
2009-08-01;null;26,2;
2009-08-02;null;null;
2009-08-03;null;null;
2009-08-04;0;27,5;
2009-08-05;0;28,4;
